mesh_index,bary_before_translation,bary_after_translation,bbox_before_scaling,bbox_after_scaling
1,0.8273242887540966,4.414399144205179e-08,0.9831649959087372,1.0
2,0.9037318073275031,4.159335686635318e-07,0.9501709938049316,1.0
3,0.573545688794474,4.667449484751974e-07,0.938150018453598,1.0000000298023224
4,0.41589292700560887,2.1562281524163657e-07,0.9498950242996216,0.9999999701976776
5,0.48652710475582966,4.788483659190759e-07,0.949874997138977,1.0
6,0.521699253164063,3.797327507523615e-07,0.9542440176010132,1.0
7,0.7117400021942488,1.3311840264156959e-07,0.9537449777126312,0.9999999701976776
8,0.5756541182104629,0.05635702983491443,0.9504510164260864,1.0
9,0.7376385290308922,1.3961988529225075e-07,0.9495209753513336,1.0000000298023224
10,0.5201486068106874,0.01320111265810082,0.9537840187549591,1.0000000298023224
11,0.5799430152934059,6.569694048814966e-07,0.9580369889736176,1.0000000298023224
12,0.520069492883573,0.09702445068712286,0.9544990062713623,1.0000000298023224
13,0.5259145421336658,4.336083297325577e-07,0.9362089931964874,1.0000000298023224
14,0.42165276395903817,4.057465494126389e-07,0.8744080066680908,1.0
15,0.4453901964136947,2.7759622671976055e-07,0.9513779878616333,1.0
16,0.5334893873935398,0.12641629590177314,0.9478369951248169,1.0
17,0.042341037314902505,5.522238375610631e-07,1.3532209992408752,1.0
18,0.09498423488394955,4.934085915613762e-07,1.7906399965286255,1.0
19,0.18275204713591287,8.88544766332703e-08,1.56113600730896,1.0000000298023224
20,0.12424925539477726,0.04638520598153334,1.637948989868164,0.9999999701976776
21,0.0825234866580216,0.06858145827146428,1.7851830124855042,0.9999999701976776
22,0.14554136229715173,2.749576694374711e-07,1.6103090047836304,1.0
23,0.08601734100675539,0.12250997528851497,1.7728440165519714,1.0000000298023224
24,0.2260084987572343,2.143977943176096e-07,1.6471350193023682,1.0
25,0.037430951357967444,0.10944477309832881,1.5764620304107666,1.0
26,0.2489674742443386,0.11852860012216093,1.787322998046875,0.9999999701976776
27,0.23006811666528107,0.12398095697922787,1.5582389831542969,1.0
28,0.1253585214689337,0.059299959908270604,1.6377469897270203,0.9999999701976776
29,0.23029266709360785,0.12235977342141344,1.632565975189209,1.0000000298023224
30,0.14598627968977054,4.179149550307775e-07,1.6904230117797852,1.0
31,0.43105548254959086,0.32642926164435465,1.8039339780807495,1.0000000298023224
32,0.20974310887968425,0.043518422835219374,1.898285984992981,1.0
33,0.2452520674844206,4.013100445425776e-07,1.6469489932060242,0.9999999701976776
34,0.22355665076132505,0.08653269960422373,1.5771549940109253,1.0
35,0.26340681467178906,6.1829302084235e-07,1.6251099705696106,1.0
36,0.19788068984756338,4.893224896909851e-07,1.6997970342636108,1.0
37,0.6594122607681976,0.1613960093549727,0.9507970213890076,0.9999999701976776
38,0.43722507212733674,6.219699850372833e-07,0.9500439763069153,1.0000000298023224
39,0.6529680739014819,4.671527593612544e-07,0.9534240067005157,1.0
40,0.6777515231266438,4.3738420399096747e-07,0.9526770114898682,1.0000000298023224
41,0.6746983127950558,6.203669279411211e-07,0.965129017829895,1.0000000298023224
42,0.7163668881942634,4.590900230962502e-07,0.9515160322189331,1.0
43,0.7397776044823708,3.9283472779711295e-07,0.9459050297737122,1.0000000298023224
44,0.7020925814254818,2.8694876563717135e-07,0.9560650289058685,1.0
45,0.6100616685515996,2.2433488237585758e-07,0.9453680217266083,1.0000000298023224
46,0.5419163639744415,0.008378707798290842,0.9517340064048767,1.0
47,0.7037075799148199,4.993210626500597e-07,0.9404959976673126,1.0000000298023224
48,0.6449921226757176,1.6658905082914812e-07,0.9545070230960846,0.9999999701976776
49,0.6775722208727378,2.473057666197703e-07,0.9700970351696014,1.0
50,0.5853962961467465,3.943167482627454e-07,0.9006650149822235,1.0
51,0.5690629289960154,2.762825334329207e-07,0.9536689817905426,1.0
52,0.8539456248689267,2.733508054774382e-07,0.8805859982967377,1.0000000298023224
53,0.7117075052923181,0.053433278579358694,0.9860109686851501,1.0000000298023224
54,0.5151925586146014,4.3015731147669015e-07,0.9493630230426788,1.0
55,0.5480095539423082,0.03268850837956842,0.9477880001068115,1.0
56,0.6929056977702686,4.061595719197664e-07,0.9566210210323334,0.9999999701976776
57,0.6610654243290494,3.651036263515015e-07,0.9510979950428009,0.9999999701976776
58,0.6854919388396089,7.226495890667427e-07,0.9518589973449707,0.9999999701976776
59,0.646194815941509,3.982233332043994e-07,0.9525220096111298,1.0
60,0.5707180168703353,4.273648728545762e-07,0.9292479753494263,1.0000000298023224
61,0.6457300464003466,4.0317949189315987e-07,0.9513820111751556,1.0000000298023224
62,0.7508249162000148,6.531616665925896e-07,0.9546629786491394,1.0
63,0.5701784939401735,4.807632228337445e-07,1.020205020904541,1.0
64,0.5002322097981048,3.097222976486605e-07,0.9690260291099548,1.0000000298023224
65,0.5722003485469873,0.046709086586517054,0.9573540091514587,1.0
66,0.548245432094359,2.352119423305569e-07,0.963659018278122,1.0
67,0.5963113456050889,5.445471032870143e-07,0.9582550227642059,1.0
68,0.1766102042185307,1.1407566722493731e-07,1.5640220046043396,0.9999999701976776
69,0.1304853863155978,0.11051256902046244,1.5410329699516296,1.0000000298023224
70,0.17352901623922773,4.840426061917333e-07,1.453366994857788,1.0000000298023224
71,0.1614246032709102,4.129717161247695e-07,1.4353280067443848,1.0000000298023224
72,0.14726118005086056,4.329430922954363e-07,1.4321669936180115,0.9999999701976776
73,0.27424818667838435,0.03596227863734053,1.693107008934021,1.0000000298023224
74,0.054899807402074105,5.917290780616473e-07,1.7100409865379333,0.9999999701976776
75,0.15054943792591216,4.662175867643712e-07,1.6421980261802673,0.9999999701976776
76,0.11568667431057461,4.35287000840755e-07,1.7011269927024841,0.9999999701976776
77,0.11741817848009556,3.689859427469599e-07,1.5567509531974792,1.0
