name,surface_area,volume,compactness,rectangularity,diameter,convexity,eccentricity
AircraftBuoyant\m1337_06_fill_holes_and_orientation.obj,0.29151403262484005,5.054452196990619,-0.020352624676058445,1.6014595933324778,-0.628040090847215,2.2459672882684623,-0.10350054179889517
AircraftBuoyant\m1338_06_fill_holes_and_orientation.obj,0.7031860378587024,5.868199554478813,-0.020352612731071064,1.5959340715869694,-0.08773577753826664,2.1042425384453862,-0.1035698638514862
AircraftBuoyant\m1339_06_fill_holes_and_orientation.obj,-0.6759939400521293,-0.4015429455021087,-0.02035257462368159,-0.7489175395810695,-0.6826787640114479,-0.8825955480853007,-0.09882860557485512
AircraftBuoyant\m1340_06_fill_holes_and_orientation.obj,-0.6627222454094872,-0.17719719407205123,-0.020352619089278275,0.3108334699349217,-0.7007069488597397,0.8918029052176659,-0.09560264617552641
AircraftBuoyant\m1341_06_fill_holes_and_orientation.obj,-0.6134182939498719,-0.057778859561571416,-0.02035261757200477,0.616547250647625,-0.7004234463103031,1.0906424318772552,-0.08293704740425954
AircraftBuoyant\m1342_06_fill_holes_and_orientation.obj,-0.19338429698483625,1.7634495434340924,-0.020352621833414533,1.2749119757797593,-0.6880524259712306,2.050660043485609,-0.09480301558285824
AircraftBuoyant\m1343_06_fill_holes_and_orientation.obj,0.24531929094550356,3.180842420294206,-0.02035261090926968,1.7724709188203547,-0.6715577321858026,2.541199419854355,-0.10248926362235274
AircraftBuoyant\m1344_06_fill_holes_and_orientation.obj,-0.20126436567890493,2.1364589357853587,-0.020352626495420797,1.1500280392600444,-0.6737742066632204,2.100527552333647,-0.09542590449251855
AircraftBuoyant\m1345_06_fill_holes_and_orientation.obj,0.3973789977840388,-0.5427635242061729,-0.020284471931224103,-0.8746291135174068,-0.6956167894493935,-1.021701537206659,-0.10108693697559142
AircraftBuoyant\m1346_06_fill_holes_and_orientation.obj,-0.5825559605690492,-0.08368137475530905,-0.020352607622955952,1.0302825997946117,-0.6413775971502752,1.42182789096307,-0.08605194214199839
AircraftBuoyant\m1347_06_fill_holes_and_orientation.obj,-0.45582139890713225,0.26243748529374983,-0.020352607699395238,1.6077948898165522,-0.6942637090998073,1.7853233401566753,-0.08804294013641202
AircraftBuoyant\m1348_06_fill_holes_and_orientation.obj,-0.5836205805125414,-0.08639842180360317,-0.020352607615980317,1.039571192384044,-0.6516481213276105,1.4213836689014925,-0.0862084189707769
AircraftBuoyant\m1349_06_fill_holes_and_orientation.obj,-0.6029597578537482,-0.15964342344489021,-0.020352604153812324,0.42317780645890274,-0.4113925971592243,1.0024643526541517,-0.10028267315033168
AircraftBuoyant\m1350_06_fill_holes_and_orientation.obj,-0.5194612170690183,0.05226977937024542,-0.020352604952878484,-0.01757782036170209,0.5032639462018366,1.3370925327171908,-0.0994981337937378
AircraftBuoyant\m1351_06_fill_holes_and_orientation.obj,-0.5403599260228629,-0.30409152470329187,-0.020352515103028296,1.657191148869072,-0.7016218889056522,1.7541382349467496,-0.0880577133124621
AircraftBuoyant\m1352_06_fill_holes_and_orientation.obj,-0.5040804373132485,0.14285448126519162,-0.020352609156102684,1.298318038259925,-0.6727175153425924,1.893552313562427,-0.09345562866251836
Apartment\D00045_06_fill_holes_and_orientation.obj,8.114114300286571,1.2963479884528084,-0.020301308387912723,0.47619423493089397,4.426397998270854,0.2854505384725286,-0.10249182471762233
Apartment\D00086_06_fill_holes_and_orientation.obj,0.2605777984065433,1.1816392021593718,-0.020352510984672684,1.4831848476937053,-0.45386643365670276,1.6491692782832184,-0.09505476167441212
Apartment\D00138_06_fill_holes_and_orientation.obj,1.397702973254331,-0.007373520077762987,-0.02034448815065767,-0.046461770779225656,2.574340275196168,-0.5716436874171383,-0.10016884010062063
Apartment\D00156_06_fill_holes_and_orientation.obj,5.842508704804845,0.21644528889444345,-0.02024201937230463,-0.4059243497642405,1.833457908160502,-0.6718444217906738,-0.09908896381407958
Apartment\D00310_06_fill_holes_and_orientation.obj,4.452813757431091,-0.32470814836671175,-0.01993622917322779,-0.4190891434919552,0.5094365698918512,-0.7213178626808605,-0.09728021658712308
Apartment\D00348_06_fill_holes_and_orientation.obj,0.5756663357841048,2.9070958134406193,-0.0203525701817834,2.645414041220415,1.796319074184247,1.6940858606062568,-0.07420184056968228
Apartment\D00366_06_fill_holes_and_orientation.obj,0.5290980589626257,2.5521177333189407,-0.020352561754749567,0.7650575560102038,0.15652744176079733,1.9929147579165343,-0.1020925122251325
Apartment\D00478_06_fill_holes_and_orientation.obj,2.3824616408170995,-0.22228370812192624,-0.020298040245707867,-0.5309273708043326,0.9728859193443194,-0.7500346695002478,-0.10131889292936999
Apartment\D00496_06_fill_holes_and_orientation.obj,0.2837745994639041,2.309460731478561,-0.020352587174329594,2.2158821304453746,1.865493696246889,1.932407414206523,-0.1031958292189805
Apartment\D00626_06_fill_holes_and_orientation.obj,0.9463829447736206,0.8015819544343482,-0.0203518270519032,1.2762040428258534,-0.08513270867525322,1.2262340513017795,-0.10020661012409313
Apartment\D00639_06_fill_holes_and_orientation.obj,1.9828668239619778,1.9379333647900001,-0.020351683069486527,1.4147291111547924,1.4389254511802796,1.0015938207108992,-0.1024833367874239
Apartment\D00651_06_fill_holes_and_orientation.obj,5.837895948894864,0.21659349146071397,-0.020242286952541107,-0.4053586982924481,1.8353651071294426,-0.6719375651261658,-0.09909713605783609
